spec_hash,horizon,runs,measured,pick_ret,universe_ret,excess_mean,excess_std
c50463b7928c00ee,1,1,1,0.011998515724807536,0.0018858254830821874,0.010112690241725349,
c50463b7928c00ee,5,1,0,,,,
c50463b7928c00ee,20,1,0,,,,
f4e9911e4593fcc0,1,4,3,-0.0010288899784980168,0.005705778930331907,-0.006734668908829924,0.0026006957292716766
f4e9911e4593fcc0,5,4,0,,,,
f4e9911e4593fcc0,20,4,0,,,,
