symbol,name,industry,close,score,score_coverage,score_industry,score_growth,score_quality,score_valuation,score_momentum,score_risk,score_theme,score_capital,score_liquidity,ret_since_924,ret_ytd,close_position_250,dist_to_52w_high,close_position_20,history_days,listed_days,ret_20,ret_60,relative_ret_20,relative_ret_60,realized_vol_20,downside_vol_20,max_drawdown_60,signed_amount_pressure_20,volume_trend_20,turnover_value_20,theme_tags,theme_heat_max,theme_days_20,lhb_count_20,lhb_net_buy_rel,main_net_inflow,margin_rz_chg_20,pe_ttm,pe_industry_value,yoy_net_income,revenue_yoy,profit_growth_acceleration,positive_growth_streak,roe_avg,gross_profit_margin,cfo_to_np,liability_to_asset,operation_signal,reference_price,buy_low,buy_high,pullback_price,no_chase_price,invalidation_price,valuation_anchor,target_1,target_2,expectation_state,operation_weekday,operation_reason,pe_ttm_value,pb_mrq,ps_ttm,eps_ttm,net_profit_margin,yoy_eps_basic,yoy_profit_net_income,eps_growth_acceleration,positive_profit_streak,current_ratio,quick_ratio,cash_ratio,asset_to_equity,ebit_to_interest,cfo_to_or,cfo_to_gr,financial_safety_value,market_cap,industry_score,industry_leader_score,lhb_net_buy_20,theme_tag_count,theme_heat_sum,reason,listed_date,trade_date,amount,base_924,base_ytd,close_position_60,ma20_dev,ma60_dev,amount_avg_20,ret_rank_20,volatility_value,drawdown_value,downside_volatility_value,valuation_close,net_profit,revenue,total_share
300850,新强联,机械基件,28.85,0.7191152584425571,0.9800000000000001,0.7568855932203389,0.5391601064190192,0.6885830489093402,0.9566666666666667,0.7919241728961587,0.48305084745762716,0.44332627118644063,,0.864406779661017,0.9742965071717946,-0.29768169230229924,0.21239261397498693,-0.4608478350003756,0.7733089579524682,300,2258.0,0.14121835443037978,0.10578765810655422,0.1222887488052673,0.08791616120225654,0.03927790198475091,0.008765820517408459,-0.20116807268007786,0.04100480862728759,1.3759623134942294,452270169.20299995,,0,0,0,,,0.15940271490202784,14.395324039492587,1.3454792782951102,0.017589,-0.06165911645647559,0.15134699999999998,1.0,0.057564,0.296256,0.867777,0.392094,等回落再买,28.85,27.163999999999998,28.604375654843594,27.163999999999998,29.715500000000002,25.243499126875204,,32.92940290013623,53.50994,正在兑现,周五,短期价格或题材热度已有较多兑现，不在当前价上方追价。 短期收益和相对大盘表现为正，价格正在验证推荐逻辑。,-2.6669034343694875,,,2.004123,0.202181,-0.091743,0.029327,0.15825699999999998,5.0,2.049385,1.505573,0.381908,1.644992,15.44597,0.175448,0.175448,-0.392094,11946376339.75,0.5590909090909091,0.8,,0,0,,2020-07-13,2026-09-18,452836000.0,14.6128,41.07824,0.7714617169373551,0.06206744220291571,0.07774588607397925,452270169.20299995,0.9087089381207029,-0.03927790198475091,-0.20116807268007786,-0.008765820517408459,28.85,419189664.78,2073339945.39,414085835.0
688385,复旦微电,半导体,59.59,0.7115139014160069,0.9800000000000001,0.8215042372881356,0.5910536345026871,0.9575039067195577,0.6333333333333333,0.6752214245182938,0.4046610169491525,0.44332627118644063,,0.9088983050847458,1.3473642081909976,-0.19074524364217593,0.25892187945958617,-0.3914074369418852,1.0,300,1871.0,0.1117537313432837,-0.07244068578060436,0.09282412571817122,-0.09031218268490204,0.0327151905622147,0.009213868871089268,-0.3756756756756756,0.05558284366688063,1.4121670214427564,647025158.51,,0,0,0,,,-0.037595566497022004,55.28403693148083,0.5728258555652112,3.672741,,,1.0,0.129452,0.56988,,,等回落再买,59.59,56.48966683333333,58.984561623918836,56.48966683333333,61.34454838504214,53.16314044588599,95.10229622815086,66.60819354016856,97.91444,正在兑现,周五,短期价格或题材热度已有较多兑现，不在当前价上方追价。 短期收益和相对大盘表现为正，价格正在验证推荐逻辑。,-4.012484203773552,,,1.077888,0.37894,3.291667,3.385805,,1.0,,,,,,,,,49085430107.5,0.6446969696969697,0.7150259067357513,,0,0,,2021-08-04,2026-09-18,1481495000.0,25.38592,73.63565,0.4816546762589929,0.09859518454334282,0.05488319086416049,647025158.51,0.872803666921314,-0.0327151905622147,-0.3756756756756756,-0.009213868871089268,59.59,843327816.82,2225494085.21,823719250.0
000791,甘肃能源,水力发电,7.41,0.7081362024409074,0.9800000000000001,0.8305084745762712,0.6307863640290016,0.6790829751713093,0.91,0.508547048084277,0.8545197740112994,0.44332627118644063,,0.4491525423728814,0.3513205465462452,0.17903531998398048,0.2835514730558793,-0.2909090909090909,0.8965517241379302,300,10566.0,0.029166666666666563,-0.010680907877169576,0.010237061041554085,-0.028552404781467255,0.013275205562415779,0.008621622544881196,-0.11250000000000004,0.20960212589470023,1.3097598185844173,143102603.139,,0,0,0,,,-0.0370723698055736,11.632817418142487,0.6282570253611481,0.084441,0.06077404329256453,-0.007976999999999998,5.0,0.055572,0.413928,1.626827,0.533144,今天可分批,7.41,7.289999999999999,7.41,7.289999999999999,7.49853234589575,7.107749999999999,12.499978808806238,7.764129383583004,12.499978808806238,正在兑现,周五,当前没有明显追高或逻辑失效信号，以参考价附近分批观察。 短期收益和相对大盘表现为正，价格正在验证推荐逻辑。,-2.4538301915461953,,,0.636991,0.307322,0.017696,0.017996,0.0021449999999999993,5.0,1.07647,1.025434,0.460241,2.14199,8.219713,0.499959,0.499959,-0.533144,24036852488.22,0.9007575757575759,0.6363636363636364,,0,0,,1997-10-14,2026-09-18,224574400.0,5.483525,6.284799,0.3444444444444449,0.016460905349794386,-0.015500442869796238,143102603.139,0.660427807486631,-0.013275205562415779,-0.11250000000000004,-0.008621622544881196,7.41,1281388082.55,4169534583.43,3243839742.0
603888,新华网,互联网,18.47,0.6971453227155242,0.9800000000000001,0.8734110169491525,0.39365790506349724,0.8090335376848179,0.575,0.8264377174154393,0.7266949152542374,0.44332627118644063,,0.7817796610169492,0.3125084829832243,0.05443800224246487,0.29362271111091987,-0.3078469618528866,1.0,300,3612.0,0.1565435190983091,0.1911472030935002,0.13761391347319663,0.17327570618920252,0.020606971976570028,0.010833564139312142,-0.08675534991324463,0.6157773408205099,1.8117052354322989,336916579.877,,0,0,0,,,0.08045568682460424,38.856479270583726,0.0704424703800056,-0.055125,,,,0.038359,0.405891,,,等回落再买,18.47,17.784900609666952,18.27966609010076,17.784900609666952,18.812549695166524,17.12521330242187,,19.840198780666093,26.68485,短期兑现较充分,周五,短期价格或题材热度已有较多兑现，不在当前价上方追价。 20日涨幅、区间位置、距高点、量能或题材活跃度中至少两项偏高，当前更适合等回落。,-3.6598748394995884,,,0.475339,0.174951,-0.055395,-0.055125,,1.0,,,,,,,,,12462413962.96,0.6734848484848485,0.775,,0,0,,2016-10-28,2026-09-18,852958600.0,14.07229,17.51644,1.0,0.09584977305764042,0.1352036569906654,336916579.877,0.9224598930481284,-0.020606971976570028,-0.08675534991324463,-0.010833564139312142,18.47,145568564.15,,674738168.0
300450,先导智能,专用机械,32.53,0.6943815083996386,0.9800000000000001,0.7579449152542372,0.7581582572522746,0.6921767384511631,0.7916666666666666,0.41005939604766484,0.6490112994350282,0.44332627118644063,,0.951271186440678,1.367591723254511,-0.3445537616025368,0.07575167646935736,-0.5175375758584286,0.6858513189448437,300,4141.0,-0.04069595989383645,-0.19766832994897188,-0.05962556551894893,-0.21553982685326956,0.018251785820043033,0.008841782925138606,-0.27136542239685657,0.09866706208493108,1.423052278309591,947929087.7435001,,0,0,0,,,0.009136793823593115,30.603998558705023,0.6918621277148785,0.296208,0.23944036707991878,0.186761,5.0,0.061426,0.319501,4.407418,0.639919,今天可分批,32.53,32.0265,32.53,32.0265,33.0643575334534,30.974326526581905,58.47880334189775,34.6674301338136,65.06,基本面尚未充分反映,周五,当前没有明显追高或逻辑失效信号，以参考价附近分批观察。 增长代理为正但近20日价格尚未明显兑现，适合分批而非追价。,-3.4211306722746175,,,1.062933,0.113177,0.208333,0.291532,0.077898,5.0,1.4399,0.888462,0.494534,2.777155,210.416266,0.498817,0.498817,-0.639919,54462423248.020004,0.5015151515151515,0.9616858237547893,,0,0,,2015-05-18,2026-09-18,1138782600.0,13.7397,49.63031,0.25882352941176473,0.01572135575226774,-0.04196260718896172,947929087.7435001,0.25668449197860965,-0.018251785820043033,-0.27136542239685657,-0.008841782925138606,32.53,926805913.88,8189022992.98,1674221434.0
002145,钛能化学,化工原料,4.6,0.694006836338079,0.9800000000000001,0.7955508474576272,0.7500366282872114,0.5865557122278532,0.635,0.6324229640046383,0.8792372881355933,0.44332627118644063,,0.5741525423728814,0.3404735893191062,-0.05265702930543714,0.23812689283727004,-0.23777001997042557,1.0,300,6986.0,0.06976744186046502,-0.008478585831805718,0.05083783623535254,-0.026350082736103397,0.01436615076512653,0.006585447587491559,-0.13992298082482013,0.27435140150617604,1.6572392905605517,184889236.472,,0,0,0,,,-0.03735366336772772,33.84642552314801,0.20721690389625397,0.606305,0.24428599299540976,0.835282,1.0,0.033252,0.179062,0.842675,0.378115,等回落再买,4.6,4.481048271664752,4.567955081991088,4.481048271664752,4.659475864167623,4.36517252456297,5.0932324693366855,4.837903456670495,6.034924,短期兑现较充分,周五,短期价格或题材热度已有较多兑现，不在当前价上方追价。 20日涨幅、区间位置、距高点、量能或题材活跃度中至少两项偏高，当前更适合等回落。,-3.5218333962388373,,,0.135908,0.092535,0.64557,0.619339,0.855379,5.0,1.652938,1.378945,1.075733,1.608014,,0.077977,0.077977,-0.378115,17510692041.8,0.5689393939393939,0.8319327731092437,,0,0,,2007-08-03,2026-09-18,416317699.99999994,3.431623,4.855686,0.6338415366677322,0.05625717566016086,0.036428548334239697,184889236.472,0.8014705882352942,-0.01436615076512653,-0.13992298082482013,-0.006585447587491559,4.6,421711542.75,4557336219.66,3806672183.0
002264,新华都,互联网,7.35,0.6908198184684673,0.9800000000000001,0.6657838983050848,0.6150822253198075,0.7269115407105237,0.6699999999999999,0.8272395332198456,0.6603107344632768,0.6763771186440678,,0.663135593220339,0.6168134520639008,-0.15505548124131208,0.2554229390469328,-0.40692709157045703,0.714285714285714,300,6623.0,0.12903225806451601,0.3078291814946619,0.11010265243940354,0.2899576845903642,0.03166517521367019,0.008787033237656911,-0.08430609597924776,0.021387532555793284,1.4098699163122046,234982037.17,,0,1,0,,,,32.265428142477106,0.25632098901599687,-0.048229,0.1632507285683178,0.069772,,0.069165,0.194271,4.064794,0.385197,今天可分批,7.35,6.989999999999998,7.35,6.989999999999998,7.559465134038428,6.5915887654616,8.547687568839024,8.187860536153714,12.39308,正在兑现,周五,当前没有明显追高或逻辑失效信号，以参考价附近分批观察。 短期收益和相对大盘表现为正，价格正在验证推荐逻辑。,-3.473996320863597,,,0.227798,0.065505,-0.047619,-0.037377,0.029304000000000004,5.0,2.401211,1.823399,1.174473,1.626538,,0.266265,0.266265,-0.385197,5290613055.0,0.6734848484848485,0.3875,,0,0,,2008-07-31,2026-09-18,452704900.0,4.545979,8.698796,0.826086956521739,0.051502145922746934,0.13224986520834925,234982037.17,0.8953399541634836,-0.03166517521367019,-0.08430609597924776,-0.008787033237656911,7.35,141611113.67,2161829476.93,719811300.0
688336,三生国健,生物制药,40.48,0.6830839198837616,0.9800000000000001,0.7685381355932204,0.5385575929034931,0.9201736987618704,0.9783333333333333,0.4623655416574149,0.2761299435028249,0.44332627118644063,,0.673728813559322,2.4685894716998913,-0.006749344314707528,0.21435374625935535,-0.35896065478495176,0.4350180505415157,300,2249.0,-0.15047219307450166,-0.023637240713941243,-0.16940179869961414,-0.04150873761823892,0.02622167351032545,0.024511135347864737,-0.3730237154150198,0.13740370479103867,1.5018512451925468,244772040.88599998,,0,0,0,,,-0.1075462848819988,11.777791937507873,1.513780275357619,0.981522,,,1.0,0.043796,0.804807,,,暂缓，先确认,40.48,38.56938398134364,40.48,38.56938398134364,41.435308009328175,36.748947151687936,,44.3012320373127,63.14745,基本面尚未充分反映,周五,短期走势偏弱，先确认行业、基本面和价格是否重新转强。 增长代理为正但近20日价格尚未明显兑现，适合分批而非追价。,-2.4662157190163594,,,3.436977,0.425181,0.952381,0.951026,,1.0,,,,,,,,,36279205365.92,0.5128787878787879,0.9210526315789473,,0,0,,2020-07-22,2026-09-18,254870200.0,11.67045,40.75507,0.10640176600441487,-0.0240609479724192,-0.1153717274435817,244772040.88599998,0.02540106951871658,-0.02622167351032545,-0.3730237154150198,-0.024511135347864737,40.48,368080700.0,865703200.0,896225429.0
301061,匠心家居,家居用品,42.42,0.6760067909124476,0.9800000000000001,0.6472457627118644,0.4558564530607092,0.8411223588663409,0.8283333333333334,0.8639596131547135,0.5035310734463277,0.44332627118644063,,0.4364406779661017,0.4990469284380017,-0.41309714805613684,0.18818944506343827,-0.49965475942499693,1.0,300,1831.0,0.2221261884183232,0.2554010062148566,0.20319658279321073,0.23752950931055894,0.042023633119800244,0.010361684385964234,-0.1299610894941634,0.33416462436931443,1.562065256290376,139337270.5665,,0,0,0,,,0.22460263955434479,16.455643661221668,0.48594908413097987,-0.287909,-0.06809272580132075,-0.14532200000000003,,0.071738,0.386323,1.016842,0.222174,等回落再买,42.42,39.21124346950454,41.43577199764493,39.21124346950454,43.692600000000006,36.24520543198402,62.06663199839832,48.83751306099093,84.78146000000001,短期兑现较充分,周五,短期价格或题材热度已有较多兑现，不在当前价上方追价。 20日涨幅、区间位置、距高点、量能或题材活跃度中至少两项偏高，当前更适合等回落。,-2.8006684980825183,,,2.577839,0.196562,-0.294118,-0.287909,0.05071000000000003,5.0,4.580961,4.084351,3.530333,1.285634,,0.199872,0.199872,-0.222174,12064147082.82,0.44772727272727275,0.9117647058823529,,0,0,,2021-09-13,2026-09-18,261623200.0,28.29798,72.27772,1.0,0.15043527784557797,0.1883351542146401,139337270.5665,0.9587471352177235,-0.042023633119800244,-0.1299610894941634,-0.010361684385964234,42.42,307553996.1,1564669191.63,284397621.0
002204,大连重工,专用机械,5.57,0.6731419661082354,0.9800000000000001,0.6313559322033899,0.6757571520211066,0.4542402750520864,0.9466666666666667,0.6714266770285939,0.7097457627118645,0.6763771186440678,,0.6122881355932204,0.36568879752695094,-0.2599375637091451,0.17913660213693072,-0.30363126913138694,0.5949367088607602,300,6820.0,0.07945736434108519,0.045028142589118136,0.06052775871597271,0.027156645684820457,0.02577596779389081,0.009670620792175675,-0.07775768535262217,-0.1470199102869796,1.5762913111525005,202117109.669,,0,1,0,,,0.1943388391093841,16.766200303417055,1.2936278268442971,0.18756,0.07629414770655707,0.025862999999999997,5.0,0.046768,0.178722,1.950917,0.711063,今天可分批,5.57,5.3505,5.57,5.3505,5.699214926550775,5.102254231773817,,6.086859706203099,7.998636000000001,正在兑现,周五,当前没有明显追高或逻辑失效信号，以参考价附近分批观察。 短期收益和相对大盘表现为正，价格正在验证推荐逻辑。,-2.819364973145199,,,0.332216,0.046218,0.187385,0.18756,0.025338,5.0,1.174001,0.834632,0.218511,3.460964,,0.090168,0.090168,-0.711063,10757731078.24,0.5015151515151515,0.6896551724137931,,0,0,,2008-01-16,2026-09-18,320844800.0,4.078528,7.526392,0.6235294117647064,0.041024203345481736,0.051439358187824524,202117109.669,0.8210466004583652,-0.02577596779389081,-0.07775768535262217,-0.009670620792175675,5.57,370735859.5,8021375208.57,1931370032.0
